scene	fixationindex	timestamp	fixationduration	mappedfixationpointx	mappedfixationpointy
P17part1	513	156350	125	609	423
P17part1	514	156525	167	640	501
P17part1	515	156858	233	381	277
P17part1	516	157133	158	709	300
P17part1	517	157658	75	699	634
P17part1	518	157833	92	948	637
P17part2	520	158457	83	702	338
P17part2	521	158607	167	706	316
P17part2	522	158832	158	658	248
P17part2	523	159157	133	391	169
P17part2	524	159357	191	567	242
P17part2	525	159657	142	701	349
P17part2	526	159823	67	789	353
P17part2	527	160073	133	508	200
P17part2	528	160215	75	500	225
P17part2	529	160315	83	536	243
P17part2	530	160406	83	551	225
P17part2	531	160523	175	618	230
P17part2	532	160731	158	716	226
P17part2	533	160964	275	779	250
P17part2	534	161256	142	822	253
P17part2	535	161597	192	781	251
P17part2	536	161814	208	745	241
P17part2	537	162047	175	805	254
P17part2	538	162247	75	869	255
P17part2	539	162430	150	513	216
P17part2	540	162921	100	519	265
P17part2	541	163029	167	498	286
P17part2	542	163221	191	589	288
P17part2	543	163596	75	686	275
P17part2	544	163704	83	571	281
P17part2	545	163829	108	577	262
P17part2	546	163954	100	617	273
P17part2	547	164112	275	688	280
P17part2	548	164420	183	763	270
P17part2	549	164620	200	749	292
P17part2	550	164912	183	546	298
P17part2	551	165220	183	576	319
P17part2	552	165428	108	669	316
P17part2	553	165619	158	701	312
P17part2	554	165803	183	767	327
P17part2	555	166136	350	588	348
P17part2	556	166519	67	650	356
P17part2	557	166677	142	824	331
P17part2	558	166852	233	795	359
P17part2	559	167102	125	703	352
P17part2	560	167277	183	725	317
P17part2	561	167651	75	606	312
P17part2	562	167751	158	650	306
P17part2	563	167968	142	652	381
P17part2	564	168143	175	540	390
P17part2	565	168351	142	581	401
P17part2	566	168543	192	702	405
P17part2	567	168767	158	786	414
P17part2	568	168951	150	732	508
P17part2	569	169292	266	528	459
P17part2	570	169600	133	659	471
P17part2	571	169942	117	866	565
P17part2	572	170325	92	659	568
P17part2	573	170491	150	546	555
P17part2	574	170700	175	882	549
P17part2	575	170924	308	727	366
P17part2	576	171266	67	866	294
P17part2	577	171457	216	858	224
P17part2	578	171682	92	838	221
P17part2	579	171832	75	997	213
P17part2	580	172040	150	651	157
P17part2	581	172332	192	501	156
P17part2	582	172548	233	372	237
P17part2	583	172815	133	409	237
P17part2	584	173115	233	477	381
P17part2	585	173406	92	536	548
P17part2	586	173581	67	707	575
P17part2	587	173656	108	722	545
P17part2	588	173806	125	798	573
P17part2	589	173981	266	862	565
P17part2	590	174339	258	747	570
P17part2	591	174622	75	768	583
P17part2	592	174922	175	849	307
P17part2	593	175155	67	946	332
P17part2	594	175480	75	842	257
P17part2	595	175638	125	905	272
P17part2	596	175796	241	757	233
P17part2	597	176046	133	778	229
P17part2	598	176246	250	939	193
P17part2	599	176521	92	977	272
P17part2	600	176746	125	632	164
P17part2	601	176887	100	663	165
P17part2	602	177195	333	940	196
P17part2	603	177553	183	1090	232
P17part2	604	177837	233	467	352
P17part2	605	178078	117	441	357
P17part2	606	178286	75	645	444
P17part2	607	178436	125	668	467
P17part2	608	178594	175	472	327
P17part2	609	178803	266	527	352
P17part2	610	179111	183	481	412
P17part2	611	179727	108	400	342
P17part2	612	179869	325	366	272
P17part2	613	180210	142	375	254
P17part2	614	180377	167	423	251
P17part2	615	180585	158	516	230
P17part2	616	180818	150	561	244
P17part2	617	181068	150	397	236
P17part2	618	181251	450	366	220
P17part2	619	181709	67	353	239
P17part2	620	181851	150	389	241
P17part2	621	182067	125	427	253
P17part2	622	182325	217	486	261
P17part2	623	182625	117	542	254
P17part2	624	182783	83	565	265
P17part2	625	182883	92	625	255
P17part2	626	183000	117	641	212
P17part2	627	183133	142	660	256
P17part2	628	183433	250	376	240
P17part2	629	183691	158	356	243
P17part2	630	183866	258	415	238
P17part2	631	184207	117	468	273
P17part2	632	184482	67	572	225
P17part2	633	184557	142	563	269
P17part2	634	184715	158	588	276
P17part2	635	184907	217	510	271
P17part2	636	185223	83	392	213
P17part2	637	185457	217	864	250
P17part2	638	185706	125	843	304
P17part2	639	185865	291	911	316
P17part2	640	186173	175	949	346
P17part2	641	186673	125	846	577
P17part2	642	186956	92	919	274
P17part2	643	187072	183	793	213
P17part2	644	187289	183	753	208
P17part2	645	187497	150	795	209
P17part2	646	187714	133	891	249
P17part2	647	187897	208	835	290
P17part2	648	188130	67	895	285
P17part2	649	188205	283	880	304
P17part2	650	188546	108	875	466
P17part2	651	188713	83	827	487
P17part2	652	188804	142	842	471
P17part2	653	188963	208	810	436
P17part2	654	189329	142	405	227
P17part2	655	189579	208	381	235
P17part2	656	190045	125	849	366
P17part2	657	190262	142	836	313
P17part2	658	190420	200	816	279
P17part2	659	190645	242	885	277
P17part2	660	190903	266	845	279
P17part2	661	191211	150	979	256
P17part2	662	191419	183	991	246
P17part2	663	191728	83	859	228
P17part2	664	191844	183	890	238
P17part2	665	192052	150	1001	242
P17part2	666	192211	516	987	247
P17part2	667	192760	300	971	280
P17part2	668	193160	158	859	328
P17part2	669	193352	217	946	324
P17part2	670	193593	275	896	324
P17part2	671	193901	250	846	335
P17part2	672	194276	83	1054	360
P17part2	673	194376	125	1061	327
P17part2	674	194601	216	983	357
P17part2	675	194859	142	1152	352
P17part2	676	195034	208	1132	334
P17part2	677	195284	67	955	296
P17part2	678	195542	158	1010	313
P17part2	679	195717	175	1047	331
P17part2	680	196058	167	903	353
P17part2	681	196241	400	986	344
P17part2	682	196674	183	774	380
P17part2	683	196958	716	955	295
P17part2	684	197699	183	891	311
P17part2	685	197924	133	930	332
P17part2	686	198090	208	913	362
P17part2	687	198373	283	497	370
P17part2	688	198731	125	437	262
P17part2	689	198940	83	669	284
P17part2	690	199239	125	896	316
P17part2	691	199448	125	908	365
P17part2	692	199647	383	786	348
P17part2	693	200064	167	838	324
P17part2	694	200422	1774	959	363
P17part2	695	202354	558	964	311
P17part2	696	202920	125	989	298
P17part2	697	203070	233	1059	239
P17part2	698	203387	133	781	213
P17part2	699	203528	108	760	216
P17part2	700	203686	300	1069	238
P17part2	701	204070	100	1040	468
P17part2	702	204203	1141	1065	229
P17part2	703	205435	166	901	295
P17part2	704	205719	75	985	608
P17part2	705	205818	83	1020	590
P17part2	706	205935	183	1011	561
P17part2	707	206235	699	1019	522
P17part2	708	206968	250	855	561
P17part2	709	207392	75	1021	523
P17part2	710	207509	233	791	562
P17part2	711	207767	325	777	586
P17part2	712	208159	67	927	348
P17part2	713	208342	225	990	581
P17part2	714	208625	516	768	583
P17part2	715	209175	225	768	626
P17part2	716	209533	100	485	327
P17part2	717	209658	75	445	355
P17part2	718	209791	67	382	271
P17part2	719	209891	100	381	249
P17part2	720	209999	83	368	231
P17part2	721	210132	108	485	234
P17part2	722	210291	217	472	405
P17part2	723	210524	100	521	423
P17part2	724	210674	133	632	476
P17part2	725	210824	266	669	474
P17part2	726	211456	67	873	425
P17part2	727	211556	83	992	463
P17part2	728	211989	142	781	383
P17part2	729	212214	158	577	187
P17part2	730	212406	133	662	194
P17part2	731	212564	150	614	176
P17part2	732	212781	275	508	181
P17part2	733	213080	158	469	152
P17part2	734	213280	225	582	168
P17part2	735	213547	167	649	177
P17part2	736	213738	150	734	179
P17part2	737	213938	175	567	160
P17part2	738	214138	92	537	165
P17part2	739	214255	300	568	165
P17part2	740	214580	125	631	176
P17part2	741	214763	175	518	179
P17part2	742	215004	117	495	375
P17part2	743	215262	75	517	218
P17part2	744	215354	183	531	186
P17part2	745	215621	158	497	346
P17part2	746	215820	341	499	202
P17part2	747	216187	167	477	285
P17part2	748	216512	100	894	402
P17part2	749	216662	183	629	566
P17part2	750	217136	450	893	410
P17part2	751	217619	192	772	380
P17part2	752	218019	117	967	266
P17part2	753	218227	142	573	236
P17part2	754	218452	317	509	209
P17part2	755	218794	341	368	241
P17part2	756	219168	208	448	229
P17part2	757	219460	225	363	236
P17part2	758	219718	142	444	223
P17part2	759	219868	192	441	261
P17part2	760	220084	200	514	271
P17part2	761	220567	341	369	281
P17part2	762	221092	150	412	247
P17part2	763	221375	208	507	265
P17part2	764	221633	241	610	257
P17part2	765	222016	83	364	241
P17part2	766	222183	158	359	219
P17part2	767	222516	208	647	273
P17part2	768	222991	108	450	509
P17part2	769	223299	83	641	572
P17part2	770	223440	158	807	563
P17part2	771	223640	208	895	596
P17part2	772	224082	591	658	190
P17part2	773	224690	133	684	191
P17part2	774	224898	67	666	529
P17part2	775	224973	117	659	550
P17part2	776	225123	125	616	551
P17part2	777	225289	83	502	562
P17part2	778	225531	142	418	524
P17part2	779	225739	258	899	552
P17part2	780	226056	142	599	207
P17part2	781	226222	142	672	185
P17part2	782	226605	67	563	534
P17part2	783	226730	100	621	563
P17part2	784	227080	233	664	185
P17part2	785	227388	208	688	190
P17part2	786	227605	167	659	191
P17part2	787	227871	150	838	568
P17part2	788	228046	217	898	586
P17part2	789	228329	117	756	562
P17part2	790	228762	350	964	522
P17part2	791	229220	100	956	278
P17part2	792	229395	142	891	299
P17part2	793	229686	133	851	329
P17part2	794	229853	183	952	337
P17part2	795	230419	208	894	365
P17part2	796	230661	125	937	231
P17part2	797	230919	67	853	254
P17part2	798	231077	192	706	214
P17part2	799	231294	142	611	213
P17part2	800	231494	300	780	215
P17part2	801	231843	142	917	250
P17part2	802	232085	241	937	349
P17part2	803	232426	766	859	337
P17part2	804	233209	275	882	341
P17part2	805	233517	1008	951	330
P17part2	806	234658	200	987	305
P17part2	807	234883	158	1030	357
P17part2	808	235058	225	966	352
P17part2	809	235316	275	1116	336
P17part2	810	241978	100	736	553
P17part2	811	242337	117	704	600
P17part2	812	242528	117	891	600
P17part2	813	242661	75	911	597
P17part2	814	242828	167	945	590
P17part2	815	243078	117	528	366
P17part2	816	243253	75	529	312
P17part2	817	243611	150	488	326
P17part2	818	243769	83	479	369
P17part2	819	243877	117	448	361
P17part2	820	244035	133	545	386
P17part2	821	244185	108	520	382
P17part2	822	244643	217	405	245
P17part2	823	244976	83	353	288
P17part2	824	245276	100	394	286
P17part2	825	245401	100	418	278
P17part2	826	245551	83	479	285
P17part2	827	245668	192	353	284
P17part2	828	245942	125	455	288
P17part2	829	246151	150	516	294
P17part2	830	246317	92	543	299
P17part2	831	246559	258	585	244
P17part2	832	246867	225	535	301
P17part2	833	247208	92	482	301
P17part2	834	247475	133	541	254
P17part2	835	247683	100	578	257
P17part2	836	247958	92	604	270
P17part2	837	248108	100	666	255
P17part2	838	248266	208	351	302
P17part2	839	248549	117	507	200
P17part2	840	248716	458	360	214
P17part2	841	249190	325	385	217
P17part2	842	249565	67	422	288
P17part2	843	249790	117	394	280
P17part2	844	249923	167	363	279
P17part2	845	250107	208	463	285
P17part2	846	250465	100	565	285
P17part2	847	250681	192	608	566
P17part2	848	250973	133	385	522
P17part2	849	251214	291	386	551
P17part2	850	251622	117	451	235
P17part2	851	251747	192	425	239
P17part2	852	252064	608	882	572
P17part2	853	252755	125	759	572
P17part2	854	252955	67	398	550
P17part2	855	253046	267	399	544
P17part2	856	253529	125	391	545
P17part2	857	253688	291	339	549
P17part2	858	254029	167	851	598
P17part2	859	254379	167	741	548
P17part2	860	254795	533	1007	559
P17part2	861	255586	250	376	575
P17part2	862	256053	67	416	574
P17part2	863	256178	117	416	568
P17part2	864	256311	266	363	539
P17part2	865	256669	75	355	542
P17part2	866	256877	117	994	561
P17part2	867	257177	325	1012	559
P17part2	868	257843	92	366	553
P17part2	869	258051	133	508	569
P17part2	870	258293	75	598	589
P17part2	871	258426	75	378	569
P17part2	872	258601	283	348	546
P17part2	873	259126	67	743	570
P17part2	874	259267	125	884	577
P17part2	875	259409	283	852	578
P17part2	876	259709	208	844	600
P17part2	877	259933	225	854	642
P17part2	878	260192	133	859	590
P17part2	879	260350	225	1011	578
P17part2	880	260591	100	1035	580
P17part2	881	260800	142	528	226
P17part2	882	261016	208	503	213
P17part2	883	261241	375	530	215
P17part2	884	261674	191	796	521
P17part2	885	261899	75	851	553
P17part2	886	261990	516	841	578
P17part2	887	262532	167	763	586
P17part2	888	262723	208	841	603
P17part2	889	262948	167	845	638
P17part2	890	263523	100	616	243
P17part2	891	263648	375	637	195
P17part2	892	264039	75	640	220
P17part2	893	264197	142	376	229
P17part2	894	264381	167	427	239
P17part2	895	264564	108	392	230
P17part2	896	264764	483	662	237
P17part2	897	265380	83	851	519
P17part2	898	265505	125	856	560
P17part2	899	265713	183	840	565
P17part2	900	265913	566	841	592
P17part2	901	266671	416	859	605
P17part2	902	267120	183	833	569
P17part2	903	267370	150	752	595
P17part2	904	267595	92	418	536
P17part2	905	267753	75	441	543
P17part2	906	268020	75	894	355
P17part2	907	268245	350	882	266
P17part2	908	268678	200	993	558
P17part2	909	268886	133	976	578
P17part2	910	269036	458	918	521
P17part2	911	269586	100	799	237
P17part2	912	269744	83	562	212
P17part2	913	270069	133	913	560
P17part2	914	270268	167	992	560
P17part2	915	272825	117	560	290
P17part2	916	272967	67	635	299
P17part2	917	273117	225	360	280
P17part2	918	273408	117	423	283
P17part2	919	273691	83	478	294
P17part2	920	273808	133	572	303
P17part2	921	274149	117	495	383
P17part2	922	274291	125	468	426
P17part2	923	274499	167	541	219
P17part2	924	274716	192	510	206
P17part2	925	274990	166	545	588
P17part2	926	275282	100	671	563
P17part2	927	275398	167	638	568
P17part2	928	275607	167	442	556
P17part2	929	275782	133	444	540
P17part2	930	275973	83	490	607
P17part2	931	276098	108	445	624
P17part2	932	276381	83	727	298
P17part2	933	276614	192	893	279
P17part2	934	276831	92	950	302
P17part2	935	277256	175	919	283
P17part2	936	277522	200	510	201
P17part2	937	277880	167	927	300
P17part2	938	278163	83	519	321
P17part2	939	278338	158	496	378
P17part2	940	278805	92	412	254
P17part2	941	279054	108	493	377
P17part2	942	279246	533	489	370
P17part2	943	279829	133	546	574
P17part2	944	280020	142	626	562
P17part2	945	280279	100	598	562
P17part2	946	280637	142	437	574
P17part2	947	280795	208	428	578
P17part2	948	281261	142	502	246
P17part2	949	281420	175	517	216
P17part2	950	281644	133	482	494
P17part2	951	281911	75	520	576
P17part2	952	282086	75	546	582
P17part2	953	282194	200	557	560
P17part2	954	282427	208	620	560
P17part2	955	282685	167	457	553
P17part2	956	282968	67	570	564
P17part2	957	283052	225	565	580
P17part2	958	283343	192	639	587
P17part2	959	283651	183	559	219
P17part2	960	283876	83	463	200
P17part2	961	284001	175	647	219
P17part2	962	284276	158	494	565
P17part2	963	284501	358	518	571
P17part2	964	284992	225	617	563
P17part2	965	285234	192	581	571
P17part2	966	285517	75	513	230
P17part2	967	285683	516	386	203
P17part2	968	286658	142	480	374
P17part2	969	286816	666	515	375
P17part2	970	287516	266	535	220
P17part2	971	287807	383	504	201
P17part2	972	288473	92	511	387
P17part2	973	288648	192	465	362
P17part2	974	288923	100	481	373
P17part2	975	289056	83	460	568
P17part2	976	289306	92	950	572
P17part2	977	289414	142	906	587
P17part2	978	289581	175	960	573
P17part2	979	289989	217	981	564
P17part2	980	290222	350	969	576
P17part2	981	290580	491	1002	584
P17part2	982	291097	258	1004	606
P17part2	983	291371	375	1010	637
P17part2	984	291779	183	997	589
P17part2	985	291988	167	940	574
P17part2	986	292163	200	919	583
P17part2	987	292795	175	817	423
P17part2	988	293004	83	881	422
P17part2	989	293279	158	1004	329
P17part2	990	293495	108	826	300
P17part2	991	293678	325	754	370
P17part2	992	294120	67	992	349
P17part2	993	294261	175	982	272
P17part2	994	294528	208	506	392
P17part2	995	294861	83	539	201
P17part2	996	294977	183	436	183
P17part2	997	295302	108	412	190
P17part2	998	295460	133	978	371
P17part2	999	295610	666	966	432
P17part2	1000	296335	150	551	391
P17part2	1001	296535	75	530	236
P17part2	1002	296668	150	495	185
P17part2	1003	296976	125	423	244
P17part2	1004	297143	142	549	233
P17part2	1005	297343	83	526	202
P17part2	1006	297584	100	507	393
P17part2	1007	297767	225	677	449
P17part2	1008	298017	150	597	446
P17part2	1009	298184	117	641	456
P17part2	1010	298367	291	513	371
P17part2	1011	298683	616	498	364
P17part2	1012	299400	108	578	541
P17part2	1013	299574	183	596	582
P17part2	1014	299799	158	903	565
P17part2	1015	299982	167	864	566
P17part2	1016	300174	350	753	571
P17part2	1017	300565	133	547	542
P17part2	1018	300765	142	581	550
P17part2	1019	301057	541	466	368
P17part2	1020	301681	558	661	201
P17part2	1021	302289	283	439	192
P17part2	1022	302664	108	525	447
P17part2	1023	302814	108	513	406
P17part2	1024	303122	125	762	566
P17part2	1025	303264	117	776	544
P17part2	1026	303589	183	756	561
P17part2	1027	303805	208	710	572
P17part2	1028	304238	117	510	377
P17part2	1029	304380	175	457	270
P17part2	1030	304613	158	530	286
P17part2	1031	304788	167	576	292
P17part2	1032	304996	117	371	299
P17part2	1033	305179	133	361	261
P17part2	1034	305354	125	568	282
P17part2	1035	305529	108	774	554
P17part2	1036	305737	100	756	543
P17part2	1037	305854	158	736	563
P17part2	1038	306045	183	711	563
P17part2	1039	306387	441	921	525
P17part2	1040	306837	200	902	544
P17part2	1041	307111	400	853	554
P17part2	1042	307544	275	757	556
P17part2	1043	307877	67	958	440
P17part2	1044	308036	125	955	442
P17part2	1045	308169	75	938	454
P17part2	1046	308260	75	847	443
P17part2	1047	308360	183	803	421
P17part2	1048	308577	225	968	332
P17part2	1049	308843	108	915	284
P17part2	1050	309035	175	853	320
P17part2	1051	309393	75	945	285
P17part2	1052	309485	142	974	278
P17part2	1053	309660	142	870	261
P17part2	1054	309993	658	531	375
P17part2	1055	310692	83	526	229
P17part2	1056	310792	75	534	202
P17part2	1057	310925	92	955	296
P17part2	1058	311092	125	422	204
P17part2	1059	311234	191	384	190
P17part2	1060	311517	100	744	215
P17part2	1061	311633	83	714	207
P17part2	1062	311908	200	930	216
P17part2	1063	312191	67	1007	633
P17part2	1064	312408	108	1006	584
P17part2	1065	312549	92	1012	554
P17part2	1066	312716	175	951	279
P17part2	1067	312924	108	950	222
P17part2	1068	313257	142	1089	255
P17part2	1069	313432	200	949	136
P17part2	1070	313682	150	712	211
P17part2	1071	313874	191	751	217
P17part2	1072	314140	316	1112	230
P17part2	1073	314506	67	1103	285
P17part2	1074	315489	125	462	454
P17part2	1075	315647	125	649	467
P17part2	1076	316089	142	582	470
P17part2	1077	316422	108	484	376
P17part2	1078	316588	92	820	604
P17part2	1079	316688	200	836	603
